"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 24 09:21:14 GMT 2025","Sat May 24 09:21:37 GMT 2025","22815","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"passed","Sat May 24 09:22:47 GMT 2025","Sat May 24 09:23:15 GMT 2025","27361","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Sat May 24 09:26:31 GMT 2025","Sat May 24 09:26:58 GMT 2025","27314","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"passed","Sat May 24 09:22:23 GMT 2025","Sat May 24 09:22:47 GMT 2025","23915","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Sat May 24 09:25:38 GMT 2025","Sat May 24 09:26:05 GMT 2025","26570","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"passed","Sat May 24 09:24:13 GMT 2025","Sat May 24 09:24:42 GMT 2025","28404","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sat May 24 09:23:15 GMT 2025","Sat May 24 09:23:45 GMT 2025","29806","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Sat May 24 09:25:11 GMT 2025","Sat May 24 09:25:38 GMT 2025","27156","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Sat May 24 09:22:00 GMT 2025","Sat May 24 09:22:23 GMT 2025","22787","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"passed","Sat May 24 09:18:59 GMT 2025","Sat May 24 09:19:00 GMT 2025","802","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Sat May 24 09:20:48 GMT 2025","Sat May 24 09:21:13 GMT 2025","25350","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"passed","Sat May 24 09:26:05 GMT 2025","Sat May 24 09:26:30 GMT 2025","24852","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sat May 24 09:18:58 GMT 2025","Sat May 24 09:18:59 GMT 2025","810","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"passed","Sat May 24 09:19:14 GMT 2025","Sat May 24 09:19:59 GMT 2025","45114","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"broken","Sat May 24 09:19:59 GMT 2025","Sat May 24 09:20:43 GMT 2025","43777","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Sat May 24 09:21:37 GMT 2025","Sat May 24 09:22:00 GMT 2025","22524","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Sat May 24 09:19:00 GMT 2025","Sat May 24 09:19:14 GMT 2025","14530","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Sat May 24 09:23:45 GMT 2025","Sat May 24 09:24:13 GMT 2025","27346","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Sat May 24 09:24:42 GMT 2025","Sat May 24 09:25:10 GMT 2025","28412","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
