"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 23 09:26:44 GMT 2025","Tue Sep 23 09:27:17 GMT 2025","33496","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Tue Sep 23 09:26:16 GMT 2025","Tue Sep 23 09:26:43 GMT 2025","26963","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Tue Sep 23 09:22:56 GMT 2025","Tue Sep 23 09:24:07 GMT 2025","71377","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Tue Sep 23 09:28:15 GMT 2025","Tue Sep 23 09:28:42 GMT 2025","27004","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Tue Sep 23 09:25:51 GMT 2025","Tue Sep 23 09:26:16 GMT 2025","24591","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Tue Sep 23 09:28:43 GMT 2025","Tue Sep 23 09:29:13 GMT 2025","30497","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Tue Sep 23 09:25:28 GMT 2025","Tue Sep 23 09:25:51 GMT 2025","22712","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"passed","Tue Sep 23 09:21:19 GMT 2025","Tue Sep 23 09:21:20 GMT 2025","858","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Tue Sep 23 09:29:14 GMT 2025","Tue Sep 23 09:29:41 GMT 2025","27830","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"passed","Tue Sep 23 09:21:20 GMT 2025","Tue Sep 23 09:22:04 GMT 2025","44641","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Tue Sep 23 09:25:06 GMT 2025","Tue Sep 23 09:25:28 GMT 2025","22349","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Tue Sep 23 09:22:04 GMT 2025","Tue Sep 23 09:22:56 GMT 2025","51391","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"passed","Tue Sep 23 09:29:42 GMT 2025","Tue Sep 23 09:30:10 GMT 2025","27979","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Tue Sep 23 09:27:46 GMT 2025","Tue Sep 23 09:28:15 GMT 2025","29200","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Tue Sep 23 09:27:17 GMT 2025","Tue Sep 23 09:27:46 GMT 2025","28144","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Tue Sep 23 09:30:10 GMT 2025","Tue Sep 23 09:30:39 GMT 2025","28628","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"passed","Tue Sep 23 09:24:43 GMT 2025","Tue Sep 23 09:25:05 GMT 2025","22338","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"failed","Tue Sep 23 09:21:18 GMT 2025","Tue Sep 23 09:21:19 GMT 2025","1029","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"passed","Tue Sep 23 09:24:16 GMT 2025","Tue Sep 23 09:24:43 GMT 2025","26637","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
