"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 31 09:21:44 GMT 2025","Sun Aug 31 09:22:06 GMT 2025","22624","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"failed","Sun Aug 31 09:17:57 GMT 2025","Sun Aug 31 09:17:57 GMT 2025","656","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"passed","Sun Aug 31 09:23:45 GMT 2025","Sun Aug 31 09:24:13 GMT 2025","28280","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Sun Aug 31 09:24:42 GMT 2025","Sun Aug 31 09:25:09 GMT 2025","26765","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sun Aug 31 09:22:07 GMT 2025","Sun Aug 31 09:22:29 GMT 2025","21990","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Sun Aug 31 09:25:37 GMT 2025","Sun Aug 31 09:26:05 GMT 2025","27986","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Sun Aug 31 09:25:09 GMT 2025","Sun Aug 31 09:25:36 GMT 2025","27422","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Sun Aug 31 09:17:58 GMT 2025","Sun Aug 31 09:18:40 GMT 2025","42285","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Sun Aug 31 09:24:14 GMT 2025","Sun Aug 31 09:24:42 GMT 2025","28011","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Sun Aug 31 09:17:57 GMT 2025","Sun Aug 31 09:17:58 GMT 2025","514","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Sun Aug 31 09:23:16 GMT 2025","Sun Aug 31 09:23:45 GMT 2025","28236","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Sun Aug 31 09:18:40 GMT 2025","Sun Aug 31 09:19:56 GMT 2025","75437","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"passed","Sun Aug 31 09:26:57 GMT 2025","Sun Aug 31 09:27:25 GMT 2025","28492","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"broken","Sun Aug 31 09:19:56 GMT 2025","Sun Aug 31 09:21:08 GMT 2025","72377","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Sun Aug 31 09:22:52 GMT 2025","Sun Aug 31 09:23:16 GMT 2025","23554","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Sun Aug 31 09:26:05 GMT 2025","Sun Aug 31 09:26:31 GMT 2025","26384","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"passed","Sun Aug 31 09:22:29 GMT 2025","Sun Aug 31 09:22:52 GMT 2025","23162","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"passed","Sun Aug 31 09:26:32 GMT 2025","Sun Aug 31 09:26:56 GMT 2025","24635","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sun Aug 31 09:21:17 GMT 2025","Sun Aug 31 09:21:43 GMT 2025","26428","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
