"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 22 09:22:02 GMT 2025","Thu May 22 09:22:03 GMT 2025","940","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"passed","Thu May 22 09:27:55 GMT 2025","Thu May 22 09:28:22 GMT 2025","27127","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_most_popular",""
"broken","Thu May 22 09:26:27 GMT 2025","Thu May 22 09:26:55 GMT 2025","27950","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Thu May 22 09:27:25 GMT 2025","Thu May 22 09:27:54 GMT 2025","29292","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Thu May 22 09:22:03 GMT 2025","Thu May 22 09:22:04 GMT 2025","825","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Thu May 22 09:28:48 GMT 2025","Thu May 22 09:29:17 GMT 2025","28329","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"passed","Thu May 22 09:22:55 GMT 2025","Thu May 22 09:23:25 GMT 2025","30552","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"broken","Thu May 22 09:22:04 GMT 2025","Thu May 22 09:22:19 GMT 2025","14689","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Thu May 22 09:26:55 GMT 2025","Thu May 22 09:27:24 GMT 2025","29130","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Thu May 22 09:25:59 GMT 2025","Thu May 22 09:26:27 GMT 2025","27890","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Thu May 22 09:24:37 GMT 2025","Thu May 22 09:25:02 GMT 2025","25279","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Thu May 22 09:23:26 GMT 2025","Thu May 22 09:23:50 GMT 2025","24020","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"passed","Thu May 22 09:28:22 GMT 2025","Thu May 22 09:28:48 GMT 2025","25996","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"broken","Thu May 22 09:25:03 GMT 2025","Thu May 22 09:25:30 GMT 2025","27327","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Thu May 22 09:22:32 GMT 2025","Thu May 22 09:22:47 GMT 2025","14875","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Thu May 22 09:23:50 GMT 2025","Thu May 22 09:24:13 GMT 2025","22646","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Thu May 22 09:24:13 GMT 2025","Thu May 22 09:24:36 GMT 2025","23462","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"broken","Thu May 22 09:25:30 GMT 2025","Thu May 22 09:25:58 GMT 2025","27936","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"broken","Thu May 22 09:22:19 GMT 2025","Thu May 22 09:22:32 GMT 2025","13336","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
