"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 06 09:27:29 GMT 2025","Sun Jul 06 09:27:56 GMT 2025","27708","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Sun Jul 06 09:22:15 GMT 2025","Sun Jul 06 09:23:19 GMT 2025","64330","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"broken","Sun Jul 06 09:23:20 GMT 2025","Sun Jul 06 09:24:24 GMT 2025","63632","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"broken","Sun Jul 06 09:20:58 GMT 2025","Sun Jul 06 09:22:09 GMT 2025","70386","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Sun Jul 06 09:30:40 GMT 2025","Sun Jul 06 09:31:07 GMT 2025","26832","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"passed","Sun Jul 06 09:29:13 GMT 2025","Sun Jul 06 09:29:41 GMT 2025","28355","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sun Jul 06 09:28:46 GMT 2025","Sun Jul 06 09:29:13 GMT 2025","26404","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Sun Jul 06 09:19:33 GMT 2025","Sun Jul 06 09:19:34 GMT 2025","767","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Sun Jul 06 09:19:34 GMT 2025","Sun Jul 06 09:19:48 GMT 2025","14333","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Sun Jul 06 09:29:42 GMT 2025","Sun Jul 06 09:30:10 GMT 2025","28634","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Sun Jul 06 09:19:32 GMT 2025","Sun Jul 06 09:19:33 GMT 2025","878","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"broken","Sun Jul 06 09:26:30 GMT 2025","Sun Jul 06 09:27:28 GMT 2025","57880","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"broken","Sun Jul 06 09:27:57 GMT 2025","Sun Jul 06 09:28:46 GMT 2025","48913","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"broken","Sun Jul 06 09:31:34 GMT 2025","Sun Jul 06 09:32:22 GMT 2025","48166","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"broken","Sun Jul 06 09:19:48 GMT 2025","Sun Jul 06 09:20:58 GMT 2025","70317","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"broken","Sun Jul 06 09:24:24 GMT 2025","Sun Jul 06 09:25:27 GMT 2025","62474","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Sun Jul 06 09:31:07 GMT 2025","Sun Jul 06 09:31:34 GMT 2025","26889","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Sun Jul 06 09:30:11 GMT 2025","Sun Jul 06 09:30:39 GMT 2025","28558","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"broken","Sun Jul 06 09:25:27 GMT 2025","Sun Jul 06 09:26:30 GMT 2025","62792","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
