"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 14 09:31:56 GMT 2025","Thu Aug 14 09:32:54 GMT 2025","57769","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Thu Aug 14 09:25:08 GMT 2025","Thu Aug 14 09:25:09 GMT 2025","478","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Thu Aug 14 09:35:41 GMT 2025","Thu Aug 14 09:36:06 GMT 2025","25132","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"passed","Thu Aug 14 09:25:54 GMT 2025","Thu Aug 14 09:26:38 GMT 2025","44187","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"broken","Thu Aug 14 09:29:51 GMT 2025","Thu Aug 14 09:30:53 GMT 2025","62146","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Thu Aug 14 09:33:52 GMT 2025","Thu Aug 14 09:34:19 GMT 2025","26384","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"failed","Thu Aug 14 09:25:08 GMT 2025","Thu Aug 14 09:25:08 GMT 2025","639","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"passed","Thu Aug 14 09:33:23 GMT 2025","Thu Aug 14 09:33:52 GMT 2025","29299","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Thu Aug 14 09:25:09 GMT 2025","Thu Aug 14 09:25:54 GMT 2025","44775","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Thu Aug 14 09:35:14 GMT 2025","Thu Aug 14 09:35:40 GMT 2025","26701","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Thu Aug 14 09:32:55 GMT 2025","Thu Aug 14 09:33:22 GMT 2025","27761","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Thu Aug 14 09:36:33 GMT 2025","Thu Aug 14 09:37:22 GMT 2025","48367","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"passed","Thu Aug 14 09:34:19 GMT 2025","Thu Aug 14 09:34:45 GMT 2025","26141","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Thu Aug 14 09:36:06 GMT 2025","Thu Aug 14 09:36:33 GMT 2025","26790","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Thu Aug 14 09:26:38 GMT 2025","Thu Aug 14 09:27:19 GMT 2025","41324","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"passed","Thu Aug 14 09:34:46 GMT 2025","Thu Aug 14 09:35:13 GMT 2025","27770","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Thu Aug 14 09:27:40 GMT 2025","Thu Aug 14 09:28:48 GMT 2025","67980","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"broken","Thu Aug 14 09:30:54 GMT 2025","Thu Aug 14 09:31:56 GMT 2025","62427","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"broken","Thu Aug 14 09:28:48 GMT 2025","Thu Aug 14 09:29:51 GMT 2025","62468","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
