"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 15 09:24:38 GMT 2025","Wed Oct 15 09:25:48 GMT 2025","70302","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"passed","Wed Oct 15 09:32:17 GMT 2025","Wed Oct 15 09:32:45 GMT 2025","27903","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Wed Oct 15 09:33:13 GMT 2025","Wed Oct 15 09:33:38 GMT 2025","25678","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"broken","Wed Oct 15 09:26:52 GMT 2025","Wed Oct 15 09:27:55 GMT 2025","62354","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"broken","Wed Oct 15 09:33:39 GMT 2025","Wed Oct 15 09:34:28 GMT 2025","48952","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"broken","Wed Oct 15 09:29:00 GMT 2025","Wed Oct 15 09:29:58 GMT 2025","58384","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
"passed","Wed Oct 15 09:21:52 GMT 2025","Wed Oct 15 09:21:52 GMT 2025","529","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"passed","Wed Oct 15 09:32:46 GMT 2025","Wed Oct 15 09:33:12 GMT 2025","26719","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"failed","Wed Oct 15 09:21:51 GMT 2025","Wed Oct 15 09:21:52 GMT 2025","555","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"broken","Wed Oct 15 09:25:48 GMT 2025","Wed Oct 15 09:26:52 GMT 2025","63570","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"passed","Wed Oct 15 09:31:23 GMT 2025","Wed Oct 15 09:31:50 GMT 2025","26315","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Wed Oct 15 09:29:58 GMT 2025","Wed Oct 15 09:30:26 GMT 2025","27744","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Wed Oct 15 09:22:11 GMT 2025","Wed Oct 15 09:23:23 GMT 2025","72305","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"broken","Wed Oct 15 09:27:55 GMT 2025","Wed Oct 15 09:28:59 GMT 2025","64093","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"passed","Wed Oct 15 09:30:26 GMT 2025","Wed Oct 15 09:30:55 GMT 2025","28970","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Wed Oct 15 09:21:52 GMT 2025","Wed Oct 15 09:22:11 GMT 2025","18160","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"passed","Wed Oct 15 09:31:50 GMT 2025","Wed Oct 15 09:32:17 GMT 2025","27050","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Wed Oct 15 09:30:56 GMT 2025","Wed Oct 15 09:31:23 GMT 2025","27347","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"broken","Wed Oct 15 09:23:23 GMT 2025","Wed Oct 15 09:24:32 GMT 2025","69376","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
