"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 22 09:28:49 GMT 2025","Wed Oct 22 09:29:51 GMT 2025","61543","projekt_zaliczeniowy.tests.testy_logowania","test_brak_adresu_email","","","","test_without_email",""
"passed","Wed Oct 22 09:23:43 GMT 2025","Wed Oct 22 09:24:04 GMT 2025","21659","projekt_zaliczeniowy.tests.testy_koszyka","test_dodawania_do_koszyka","","","","test_add_product_to_cart",""
"broken","Wed Oct 22 09:26:36 GMT 2025","Wed Oct 22 09:27:45 GMT 2025","68530","projekt_zaliczeniowy.tests.testy_logowania","test_bledne_haslo","","","","test_wrong_password",""
"passed","Wed Oct 22 09:33:20 GMT 2025","Wed Oct 22 09:33:46 GMT 2025","26036","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_popularności","","","","test_most_popular",""
"passed","Wed Oct 22 09:32:53 GMT 2025","Wed Oct 22 09:33:19 GMT 2025","26150","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_nowości","","","","test_newest",""
"passed","Wed Oct 22 09:34:42 GMT 2025","Wed Oct 22 09:35:06 GMT 2025","24357","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_nowości","","","","test_newest",""
"broken","Wed Oct 22 09:29:51 GMT 2025","Wed Oct 22 09:30:55 GMT 2025","63988","projekt_zaliczeniowy.tests.testy_logowania","test_brak_hasla","","","","test_without_password",""
"passed","Wed Oct 22 09:23:42 GMT 2025","Wed Oct 22 09:23:43 GMT 2025","857","projekt_zaliczeniowy.tests.api","test_user","","","","test_user_failure",""
"broken","Wed Oct 22 09:27:45 GMT 2025","Wed Oct 22 09:28:49 GMT 2025","63579","projekt_zaliczeniowy.tests.testy_logowania","test_bledny_adres_email","","","","test_wrong_email",""
"passed","Wed Oct 22 09:32:23 GMT 2025","Wed Oct 22 09:32:53 GMT 2025","29540","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Wed Oct 22 09:35:06 GMT 2025","Wed Oct 22 09:35:33 GMT 2025","26230","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_popularności","","","","test_most_popular",""
"broken","Wed Oct 22 09:25:14 GMT 2025","Wed Oct 22 09:26:24 GMT 2025","69604","projekt_zaliczeniowy.tests.testy_koszyka","test_zmiana_ilości_w_koszyku","","","","test_product_quantity_change",""
"broken","Wed Oct 22 09:35:33 GMT 2025","Wed Oct 22 09:36:21 GMT 2025","47749","projekt_zaliczeniowy.tests.testy_wylogowania","test_wylogowanie","","","","test_logout",""
"passed","Wed Oct 22 09:31:54 GMT 2025","Wed Oct 22 09:32:23 GMT 2025","28865","projekt_zaliczeniowy.tests.testy_sortowania.mobile","test_mobile_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"passed","Wed Oct 22 09:34:13 GMT 2025","Wed Oct 22 09:34:41 GMT 2025","27763","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najwyższej_cenie","","","","test_highest_price",""
"passed","Wed Oct 22 09:33:46 GMT 2025","Wed Oct 22 09:34:13 GMT 2025","27166","projekt_zaliczeniowy.tests.testy_sortowania","test_sortowanie_po_najniższej_cenie","","","","test_lowest_price",""
"broken","Wed Oct 22 09:24:04 GMT 2025","Wed Oct 22 09:25:14 GMT 2025","69829","projekt_zaliczeniowy.tests.testy_koszyka","test_usuwanie_z_koszyka","","","","test_remove_product_to_cart",""
"failed","Wed Oct 22 09:23:41 GMT 2025","Wed Oct 22 09:23:42 GMT 2025","903","projekt_zaliczeniowy.tests.api","test_products","","","","test_products_failure",""
"broken","Wed Oct 22 09:30:56 GMT 2025","Wed Oct 22 09:31:54 GMT 2025","57743","projekt_zaliczeniowy.tests.testy_logowania","test_poprawne_dane","","","","test_correct",""
